"函数名"	"定义位置"	"固定字符串出现次数"	"清单条目数"	"原始签名"	"功能备注"	"功能签名"	"迁移归属建议"	"风险标记"
"世界树类::解析实例特征命中抽象特征"	"世界树类.cpp:1395"	"1"	"1"	"抽象特征节点类* 世界树类::解析实例特征命中抽象特征(特征节点类* 实例特征)"	"解析输入文本、消息、场景或运行包。"	"类别=比较;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束"	"专用类/对应头文件：世界"	"待复核"
"世界树类::计算场景绝对坐标_由参考存在相对坐标"	"世界树类.cpp:2030"	"1"	"1"	"bool 世界树类::计算场景绝对坐标_由参考存在相对坐标( const 存在节点类* 参考存在, const Vector3D& 相对坐标_mm, Vector3D& 输出绝对坐标_mm) const"	"计算权重、状态、差值或派生结果。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=世界;约束=无显式约束"	"专用类/对应头文件：世界"	"待复核"
"世界树类::计算场景绝对坐标_由相对坐标表"	"世界树类.cpp:2094"	"1"	"1"	"场景绝对坐标换算结果 世界树类::计算场景绝对坐标_由相对坐标表( const std::vector<场景相对坐标项>& 相对坐标表) const"	"计算权重、状态、差值或派生结果。"	"类别=未分类;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束"	"专用类/对应头文件：世界"	"待复核"
"世界树类::读取存在场景绝对坐标"	"世界树类.cpp:1962"	"1"	"1"	"bool 世界树类::读取存在场景绝对坐标(const 存在节点类* 节点, Vector3D& 输出坐标_mm) const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=世界;约束=无显式约束"	"专用类/对应头文件：世界"	"待复核"
"世界树类::读取特征VecU"	"世界树类.cpp:1735"	"1"	"1"	"const VecIU64* 世界树类::读取特征VecU(const 特征节点类* 节点) const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束"	"专用类/对应头文件：世界"	"待复核"
"世界树类::重写世界树SQL投影"	"世界树类.cpp:962"	"1"	"1"	"bool 世界树类::重写世界树SQL投影(const char* 来源原因) const noexcept"	"把当前世界树本体重写到 SQL Server 查询投影。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=世界;约束=noexcept"	"专用类/对应头文件：世界"	"待复核"
"世界树类::默认特征差异度"	"世界树类.cpp:2165"	"1"	"1"	"I64 世界树类::默认特征差异度(const 特征值& 左值, const 特征值& 右值) const"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=世界;约束=无显式约束"	"专用类/对应头文件：世界"	"待复核"
"二次特征生成模块::写入场景二次特征"	"二次特征应用模块.ixx:2207"	"1"	"1"	"bool 二次特征生成模块::写入场景二次特征( 场景节点类* 场景, const 结构_场景二次特征写入请求& 请求, 二次特征节点类** 输出节点)"	"把处理结果写入指定对象、场景或日志。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::写入轮廓比较二次特征"	"二次特征应用模块.ixx:3007"	"1"	"1"	"bool 二次特征生成模块::写入轮廓比较二次特征( 基础信息节点类* 父节点, const 语素入口节点类* 特征类型, const 结构_轮廓比较结果& 比较结果, 特征节点类* 左特征, 特征节点类* 右特征, 场景节点类* 来源场景, 动态节点类* 来源动态)"	"把处理结果写入指定对象、场景或日志。"	"类别=比较;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::创建任务结果方向二次特征"	"二次特征应用模块.ixx:2167"	"1"	"1"	"二次特征节点类* 二次特征生成模块::创建任务结果方向二次特征( 场景节点类* 场景, 状态节点类* 当前状态, 状态节点类* 结果状态, 基础信息节点类* 任务主体)"	"创建并返回或登记对应对象。"	"类别=生成;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::刷新场景存在型基础二次特征"	"二次特征应用模块.ixx:3480"	"1"	"1"	"std::vector<二次特征节点类*> 二次特征生成模块::刷新场景存在型基础二次特征( 场景节点类* 场景, std::int64_t 接近阈值_mm, std::int64_t 冲突阈值_mm)"	"按函数名执行对应处理。"	"类别=生成;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::取或创建场景条件二次特征_布尔"	"二次特征应用模块.ixx:2501"	"1"	"1"	"二次特征节点类* 二次特征生成模块::取或创建场景条件二次特征_布尔( 场景节点类* 条件场景, const std::string& 度量签名_链键, const char* 概念文本)"	"创建并返回或登记对应对象。"	"类别=生成;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::尝试生成同类事件段聚合动态"	"二次特征应用模块.ixx:3233"	"1"	"1"	"动态节点类* 二次特征生成模块::尝试生成同类事件段聚合动态( 场景节点类* 场景, 动态节点类* 动态)"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::尝试生成连续同向聚合动态"	"二次特征应用模块.ixx:3119"	"1"	"1"	"动态节点类* 二次特征生成模块::尝试生成连续同向聚合动态( 场景节点类* 场景, 动态节点类* 动态)"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::查找场景二次特征_按签名"	"二次特征应用模块.ixx:2414"	"1"	"1"	"二次特征节点类* 二次特征生成模块::查找场景二次特征_按签名( 场景节点类* 场景, const std::string& 度量签名_链键) const noexcept"	"按条件查找目标对象、方法或事实。"	"类别=查找;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::查找场景二次特征主信息"	"二次特征应用模块.ixx:2433"	"1"	"1"	"const 二次特征主信息类* 二次特征生成模块::查找场景二次特征主信息( 场景节点类* 场景, const std::string& 概念名称, const 基础信息节点类* 主体, const std::optional<枚举_二次特征域>& 域, bool 取最近观测) const noexcept"	"按条件查找目标对象、方法或事实。"	"类别=查找;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::生成相邻动态协同二次特征"	"二次特征应用模块.ixx:2731"	"1"	"1"	"二次特征节点类* 二次特征生成模块::生成相邻动态协同二次特征( 场景节点类* 场景, 动态节点类* 动态, 时间戳 时间窗口)"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::由存在比较结果生成二次特征"	"二次特征应用模块.ixx:2841"	"1"	"1"	"std::vector<二次特征节点类*> 二次特征生成模块::由存在比较结果生成二次特征( 场景节点类* 场景, 存在节点类* 左存在, 存在节点类* 右存在, const 存在比较结果& 比较结果)"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=比较;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::由状态比较生成二次特征"	"二次特征应用模块.ixx:2601"	"1"	"1"	"二次特征节点类* 二次特征生成模块::由状态比较生成二次特征( 状态节点类* 左状态, 状态节点类* 右状态)"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=比较;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::确保二次特征具备默认值"	"二次特征应用模块.ixx:2363"	"1"	"1"	"bool 二次特征生成模块::确保二次特征具备默认值( 二次特征节点类* 条件特征, const char* 默认离散语义键) noexcept"	"确保目标结构、状态或前置条件存在并可用。"	"类别=生成;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::确保二次特征列表具备默认值"	"二次特征应用模块.ixx:2404"	"1"	"1"	"void 二次特征生成模块::确保二次特征列表具备默认值( const std::vector<可解析引用<二次特征节点类>>& 条件索引, const char* 默认离散语义键) noexcept"	"确保目标结构、状态或前置条件存在并可用。"	"类别=生成;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::绑定世界树"	"二次特征应用模块.ixx:2161"	"1"	"1"	"void 二次特征生成模块::绑定世界树(世界树类* 世界树) noexcept"	"建立对象、任务、方法或因果之间的绑定关系。"	"类别=生成;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::获取动态二次特征"	"二次特征应用模块.ixx:2717"	"1"	"1"	"std::vector<二次特征节点类*> 二次特征生成模块::获取动态二次特征( const 动态节点类& 动态)"	"读取并返回指定对象、状态或运行材料。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::读取场景二次特征布尔"	"二次特征应用模块.ixx:2473"	"1"	"1"	"std::optional<bool> 二次特征生成模块::读取场景二次特征布尔( 场景节点类* 场景, const std::string& 概念名称, const 基础信息节点类* 主体, const std::optional<枚举_二次特征域>& 域) const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"二次特征生成模块::读取场景二次特征标量"	"二次特征应用模块.ixx:2487"	"1"	"1"	"std::optional<I64> 二次特征生成模块::读取场景二次特征标量( 场景节点类* 场景, const std::string& 概念名称, const 基础信息节点类* 主体, const std::optional<枚举_二次特征域>& 域) const noexcept"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"二次特征类::写入差值结果"	"二次特征类.cpp:985"	"1"	"1"	"bool 二次特征类::写入差值结果(二次特征节点类* 节点, I64 左值, I64 右值)"	"把处理结果写入指定对象、场景或日志。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征类::写入标量值_已取主信息"	"二次特征类.cpp:1019"	"1"	"1"	"bool 二次特征类::写入标量值_已取主信息( 二次特征节点类* 节点, 二次特征主信息类* 主信息, I64 标量值, bool 是否满足, I64 置信度, 时间戳 观测时间戳, bool 跳过内部采样)"	"把处理结果写入指定对象、场景或日志。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"二次特征类::写入离散值_已取主信息"	"二次特征类.cpp:1176"	"1"	"1"	"bool 二次特征类::写入离散值_已取主信息( 二次特征节点类* 节点, 二次特征主信息类* 主信息, std::int32_t 离散编码, const std::string& 离散语义键, 枚举_二次特征值形态 值形态, I64 置信度, 时间戳 观测时间戳, bool 跳过内部采样)"	"把处理结果写入指定对象、场景或日志。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
