live	函数名	未限定名	定义位置	call_like_count	all_occurrences	原始签名	功能签名	前几个命中
present	动态类::设置聚合信息	设置聚合信息	动态类.cpp:1208	2	2	bool 动态类::设置聚合信息(动态节点类* 节点, std::uint32_t 动态层级, 枚举_动态聚合方式 聚合方式)	类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=动态;约束=无显式约束	动态类.cpp:1253:  return true; }  // 功能：设置对象字段、状态或运行参数。 bool 动态类::设置聚合信息(动态节点类* 节点, std::uint32_t 动态层级, 枚举_动态聚合方式 聚合方式) {     auto* 主信息 = 取动态主信息(节点);     | 动态类.h:135:主体特征(动态节点类* 节点, 基础信息节点类* 主体, 特征节点类* 特征);     bool 设置聚合信息(动态节点类* 节点, std::uint32_t 动态层级, 枚举_动态聚合方式 聚合方式);     bool 追加来源低层动态(动态节点类* 节点, 动态节
present	动态类::创建动作动态	创建动作动态	动态类.cpp:750	2	2	动态节点类* 动态类::创建动作动态( 场景节点类* 场景, 基础信息节点类* 动态主体, 特征节点类* 动态特征, 时间戳 开始时间, 时间戳 结束时间)	类别=构造;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=动态;约束=无显式约束	动态类.cpp:829:结果状态, 0, now); }  // 功能：创建并返回或登记对应对象。 动态节点类* 动态类::创建动作动态(     场景节点类* 场景,     基础信息节点类* 动态主体,     特征节点类* 动态特征,     时间戳 开始时间,     时间戳 结束时间)  | 动态类.h:81:态节点类* 结果状态,         时间戳 now = 0     );     动态节点类* 创建动作动态(         场景节点类* 场景,         基础信息节点类* 动态主体,         特征节点类* 动态特征,         时间戳 开始时间
present	动态类::创建存在动态	创建存在动态	动态类.cpp:832	2	2	动态节点类* 动态类::创建存在动态( 场景节点类* 观察场景, 存在节点类* 被观察存在, 状态节点类* 初始状态, 状态节点类* 结果状态, 动态节点类* 来源低层动态, 时间戳 now)	类别=构造;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=动态;约束=无显式约束	动态类.cpp:906:创建动态(场景, 主信息); }  // 功能：创建并返回或登记对应对象。 动态节点类* 动态类::创建存在动态(     场景节点类* 观察场景,     存在节点类* 被观察存在,     状态节点类* 初始状态,     状态节点类* 结果状态,     动态节点类* | 动态类.h:103:,         状态节点类* 结果状态 = nullptr     );     动态节点类* 创建存在动态(         场景节点类* 观察场景,         存在节点类* 被观察存在,         状态节点类* 初始状态,         状态节点类*
present	动态类::创建场景动态	创建场景动态	动态类.cpp:880	2	2	动态节点类* 动态类::创建场景动态( 场景节点类* 父场景, 场景节点类* 子场景, 状态节点类* 初始状态, 状态节点类* 结果状态, 动态节点类* 来源低层动态, 时间戳 now)	类别=构造;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=动态;约束=无显式约束	动态类.cpp:954:  return 动态节点; }  // 功能：创建并返回或登记对应对象。 动态节点类* 动态类::创建场景动态(     场景节点类* 父场景,     场景节点类* 子场景,     状态节点类* 初始状态,     状态节点类* 结果状态,     动态节点类* 来源 | 动态类.h:111: = nullptr,         时间戳 now = 0     );     动态节点类* 创建场景动态(         场景节点类* 父场景,         场景节点类* 子场景,         状态节点类* 初始状态,         状态节点类* 结果状
present	因果类::查询条件相关因果	查询条件相关因果	因果类.cpp:1154	2	2	std::vector<因果模板节点类*> 因果类::查询条件相关因果(特征节点类* 条件特征) const	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=因果;约束=无显式约束	因果类.cpp:1721:特征查询抽象因果模板，不创建或修改因果节点。 std::vector<因果模板节点类*> 因果类::查询条件相关因果(特征节点类* 条件特征) const {     std::vector<因果模板节点类*> out;     if (!条件特征) return out;   | 因果类.h:123:件特征查询抽象因果模板，不创建或修改因果节点。     std::vector<因果模板节点类*> 查询条件相关因果(特征节点类* 条件特征) const;      // 功能：按结果特征或结果状态查询抽象因果模板，不创建或修改因果节点。     std::vector<因果
present	因果类::查询结果相关因果	查询结果相关因果	因果类.cpp:1173	2	2	std::vector<因果模板节点类*> 因果类::查询结果相关因果( 特征节点类* 结果特征, 状态节点类* 结果状态) const	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=因果;约束=无显式约束	因果类.cpp:1740:状态查询抽象因果模板，不创建或修改因果节点。 std::vector<因果模板节点类*> 因果类::查询结果相关因果(     特征节点类* 结果特征,     状态节点类* 结果状态) const {     std::vector<因果模板节点类*> out;     if | 因果类.h:126:果状态查询抽象因果模板，不创建或修改因果节点。     std::vector<因果模板节点类*> 查询结果相关因果(         特征节点类* 结果特征,         状态节点类* 结果状态 = nullptr) const;      // 功能：按方法模板或动作语
present	因果类::查询动作相关因果	查询动作相关因果	因果类.cpp:1194	2	2	std::vector<因果模板节点类*> 因果类::查询动作相关因果( const 方法节点类* 因方法, const std::string& 动作语义键) const	类别=构造;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=因果;约束=无显式约束	因果类.cpp:1761:义键查询抽象因果模板，不创建或修改因果节点。 std::vector<因果模板节点类*> 因果类::查询动作相关因果(     const 方法节点类* 因方法,     const std::string& 动作语义键) const {     std::vector<因果模 | 因果类.h:131:语义键查询抽象因果模板，不创建或修改因果节点。     std::vector<因果模板节点类*> 查询动作相关因果(         const 方法节点类* 因方法,         const std::string& 动作语义键 = {}) const;      //
present	场景类::删除场景	删除场景	场景类.cpp:186	2	2	bool 场景类::删除场景(场景节点类* 节点)	类别=清理;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=场景;约束=无显式约束	场景类.cpp:165:父节点, 名称, 世界类型); }  // 功能：删除指定对象、状态或登记项。 bool 场景类::删除场景(场景节点类* 节点) {     return 基础信息_ ? 基础信息_->删除节点(节点) : false; }  // 功能：按函数名执行对应处理。 st | 场景类.h:49:       枚举_世界类型 世界类型 = 枚举_世界类型::其它     );     bool 删除场景(场景节点类* 节点);      std::vector<场景节点类*> 枚举全部场景() const;     std::vector<场景节点类*> 获取子
present	场景类::枚举全部场景	枚举全部场景	场景类.cpp:192	2	2	std::vector<场景节点类*> 场景类::枚举全部场景() const	类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=场景;约束=无显式约束	场景类.cpp:171:se; }  // 功能：按函数名执行对应处理。 std::vector<场景节点类*> 场景类::枚举全部场景() const {     std::vector<场景节点类*> out;     if (!基础信息_) return out;      for (aut | 场景类.h:51:   bool 删除场景(场景节点类* 节点);      std::vector<场景节点类*> 枚举全部场景() const;     std::vector<场景节点类*> 获取子场景(const 基础信息节点类* 父节点) const;     std::vecto
present	场景类::绑定来源文章	绑定来源文章	场景类.cpp:263	2	2	bool 场景类::绑定来源文章(场景节点类* 节点, 文章节点类* 来源文章)	类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=场景;约束=无显式约束	场景类.cpp:362:turn 快照; }  // 功能：建立对象、任务、方法或因果之间的绑定关系。 bool 场景类::绑定来源文章(场景节点类* 节点, 文章节点类* 来源文章) {     auto* 主信息 = 取场景主信息(节点);     if (!主信息) return false | 场景类.h:65:      bool 绑定宿主(场景节点类* 节点, 存在节点类* 宿主存在);     bool 绑定来源文章(场景节点类* 节点, 文章节点类* 来源文章);     存在节点类* 读取场景宿主存在(const 场景节点类* 场景) const noexcept;
present	场景类::追加关系	追加关系	场景类.cpp:306	2	2	bool 场景类::追加关系(场景节点类* 节点, 二次特征节点类* 二次特征节点)	类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=场景;约束=无显式约束	场景类.cpp:464: 索引.size() != 原数量; }  // 功能：按函数名执行对应处理。 bool 场景类::追加关系(场景节点类* 节点, 二次特征节点类* 二次特征节点) {     return 追加二次特征(节点, 二次特征节点); }  // 功能：按函数名执行对应处理 | 场景类.h:76:  bool 移除场景动态索引(场景节点类* 场景, 动态节点类* 动态节点);     bool 追加关系(场景节点类* 节点, 二次特征节点类* 二次特征节点);     bool 追加二次特征(场景节点类* 节点, 二次特征节点类* 二次特征节点);     bo
present	基础信息类::基础信息节点引用语素入口节点	基础信息节点引用语素入口节点	基础信息类.cpp:239	2	2	bool 基础信息类::基础信息节点引用语素入口节点(const 节点类* 节点, const 语素入口节点类* 入口节点) noexcept	类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=基础信息;约束=noexcept	基础信息类.cpp:264:信息->主信息类型 == 类型; }  // 功能：按函数名执行对应处理。 bool 基础信息类::基础信息节点引用语素入口节点(const 节点类* 节点, const 语素入口节点类* 入口节点) noexcept {     return 节点 && 私有_主信息引用语素入口节点(节 | 基础信息类.h:51:t 节点类* 节点, 枚举_主信息类型 类型) noexcept;     static bool 基础信息节点引用语素入口节点(const 节点类* 节点, const 语素入口节点类* 入口节点) noexcept;      template<class T主信息>     T主信息
present	存在类::删除存在	删除存在	存在类.cpp:354	2	2	bool 存在类::删除存在(存在节点类* 节点)	类别=清理;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=存在;约束=无显式约束	存在类.cpp:584:     return 实例; }  // 功能：删除指定对象、状态或登记项。 bool 存在类::删除存在(存在节点类* 节点) {     if (!基础信息_ || !节点) return false;      基础信息_->释放节点主信息递归(节点);     | 存在类.h:83:   const std::vector<存在节点类*>& 概念集     );     bool 删除存在(存在节点类* 节点);      std::vector<存在节点类*> 枚举全部存在() const;     std::vector<存在节点类*> 获取子
