live	函数名	未限定名	定义位置	call_like_count	功能	签名风险标记	命中位置
yes	二次特征生成模块::刷新场景存在型基础二次特征	刷新场景存在型基础二次特征	二次特征应用模块.ixx:3501	1	按函数名执行对应处理。		二次特征应用模块.ixx:3501
yes	二次特征类::设置生成语义	设置生成语义	二次特征类.cpp:1076	1	根据当前输入生成目标数据、场景、动态或回执。		二次特征类.cpp:1076
yes	二次特征类::绑定来源	绑定来源	二次特征类.cpp:1099	1	建立对象、任务、方法或因果之间的绑定关系。		二次特征类.cpp:1099
yes	二次特征类::设置主体客体	设置主体客体	二次特征类.cpp:1178	1	设置对象字段、状态或运行参数。		二次特征类.cpp:1178
yes	二次特征类::设置左右对象	设置左右对象	二次特征类.cpp:1190	1	设置对象字段、状态或运行参数。		二次特征类.cpp:1190
yes	二次特征类::写入差值结果	写入差值结果	二次特征类.cpp:1202	1	把处理结果写入指定对象、场景或日志。		二次特征类.cpp:1202
yes	二次特征类::写入标量值	写入标量值	二次特征类.cpp:1217	1	把处理结果写入指定对象、场景或日志。		二次特征类.cpp:1217
yes	二次特征类::写入标量值_已取主信息	写入标量值_已取主信息	二次特征类.cpp:1236	1	把处理结果写入指定对象、场景或日志。		二次特征类.cpp:1236
yes	二次特征类::写入观察关系二次特征	写入观察关系二次特征	二次特征类.cpp:1257	1	写入观察关系二次特征。		二次特征类.cpp:1257
yes	二次特征类::私有_写入标量值_已取主信息	私有_写入标量值_已取主信息	二次特征类.cpp:1315	1	把处理结果写入指定对象、场景或日志。		二次特征类.cpp:1315
yes	二次特征类::写入离散值	写入离散值	二次特征类.cpp:1426	1	把处理结果写入指定对象、场景或日志。		二次特征类.cpp:1426
yes	二次特征类::写入离散值_已取主信息	写入离散值_已取主信息	二次特征类.cpp:1451	1	把处理结果写入指定对象、场景或日志。		二次特征类.cpp:1451
yes	二次特征类::私有_写入离散值_已取主信息	私有_写入离散值_已取主信息	二次特征类.cpp:1474	1	把处理结果写入指定对象、场景或日志。		二次特征类.cpp:1474
yes	二次特征类::刷新度量签名_链键	刷新度量签名_链键	二次特征类.cpp:1574	1	按函数名执行对应处理。		二次特征类.cpp:1574
yes	二次特征类::刷新概念模板	刷新概念模板	二次特征类.cpp:1583	1	按函数名执行对应处理。		二次特征类.cpp:1583
yes	二次特征类::私有_确保默认概念刻度	私有_确保默认概念刻度	二次特征类.cpp:1782	1	确保目标结构、状态或前置条件存在并可用。		二次特征类.cpp:1782
yes	二次特征类::绑定基础信息	绑定基础信息	二次特征类.cpp:266	1	建立对象、任务、方法或因果之间的绑定关系。		二次特征类.cpp:266
yes	二次特征类::按主键解析二次特征节点	按主键解析二次特征节点	二次特征类.cpp:286	1	按主键查找并解析二次特征节点，不创建或修改节点。		二次特征类.cpp:286
yes	二次特征类::读取状态迁移来源	读取状态迁移来源	二次特征类.cpp:296	1	读取状态迁移二次特征的来源状态和动态，不创建或修改节点。		二次特征类.cpp:296
yes	二次特征类::是状态迁移二次特征	是状态迁移二次特征	二次特征类.cpp:333	1	判断节点是否为状态迁移二次特征。		二次特征类.cpp:333
yes	二次特征类::读取可融合标量区间	读取可融合标量区间	二次特征类.cpp:340	1	读取可用于因果融合的标量区间，不创建或修改节点。		二次特征类.cpp:340
yes	二次特征类::统计状态引用数量	统计状态引用数量	二次特征类.cpp:442	1	统计二次特征中引用指定状态的次数。		二次特征类.cpp:442
yes	二次特征类::融合同向状态迁移可融合标量区间	融合同向状态迁移可融合标量区间	二次特征类.cpp:534	1	把同向状态迁移候选的可融合标量区间合并到目标二次特征。		二次特征类.cpp:534
yes	二次特征类::二次特征模板匹配	二次特征模板匹配	二次特征类.cpp:580	1	判断二次特征是否命中二次特征模板。		二次特征类.cpp:580
yes	二次特征类::创建二次特征	创建二次特征	二次特征类.cpp:590	1	创建并返回或登记对应对象。		二次特征类.cpp:590
yes	二次特征类::创建二次特征_按度量	创建二次特征_按度量	二次特征类.cpp:604	1	创建并返回或登记对应对象。		二次特征类.cpp:604
yes	二次特征类::获取或创建子二次特征_按签名	获取或创建子二次特征_按签名	二次特征类.cpp:619	1	创建并返回或登记对应对象。		二次特征类.cpp:619
yes	二次特征类::获取或创建概念树根	获取或创建概念树根	二次特征类.cpp:789	1	创建并返回或登记对应对象。		二次特征类.cpp:789
yes	二次特征类::获取或创建度量链根	获取或创建度量链根	二次特征类.cpp:812	1	创建并返回或登记对应对象。		二次特征类.cpp:812
yes	二次特征类::注册概念小区间	注册概念小区间	二次特征类.cpp:844	1	注册方法、模板、对象或运行入口。		二次特征类.cpp:844
yes	二次特征类::按差值命中概念节点	按差值命中概念节点	二次特征类.cpp:892	1	按函数名执行对应处理。		二次特征类.cpp:892
yes	二次特征类::用概念名称反查节点	用概念名称反查节点	二次特征类.cpp:928	1	按函数名执行对应处理。		二次特征类.cpp:928
yes	二次特征类::删除二次特征	删除二次特征	二次特征类.cpp:955	1	删除指定对象、状态或登记项。		二次特征类.cpp:955
yes	二次特征类::枚举全部二次特征	枚举全部二次特征	二次特征类.cpp:972	1	按函数名执行对应处理。		二次特征类.cpp:972
yes	二次特征类::获取子二次特征	获取子二次特征	二次特征类.cpp:984	1	读取并返回指定对象、状态或运行材料。		二次特征类.cpp:984
yes	二次特征类::绑定场景	绑定场景	二次特征类.cpp:996	1	建立对象、任务、方法或因果之间的绑定关系。		二次特征类.cpp:996
yes	私有_后台worker循环	私有_后台worker循环	任务模块.管理界面线程.impl.cpp:6272	1	服务所在模块的内部辅助流程。		任务模块.管理界面线程.impl.cpp:6272
yes	任务类::初始化任务虚拟存在信息	初始化任务虚拟存在信息	任务类.cpp:1485	1	初始化相关对象、状态或运行上下文。		任务类.cpp:1485
yes	任务类::补齐任务虚拟存在概念集	补齐任务虚拟存在概念集	任务类.cpp:1540	1	补齐条件、参数、证据或方法能力缺口。		任务类.cpp:1540
yes	任务类::写入任务根实体特征	写入任务根实体特征	任务类.cpp:1591	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:1591
yes	任务类::写入任务控制实体特征	写入任务控制实体特征	任务类.cpp:1619	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:1619
yes	任务类::写入任务局部运行实体特征	写入任务局部运行实体特征	任务类.cpp:1659	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:1659
yes	任务类::读取任务场景引用	读取任务场景引用	任务类.cpp:1725	1	从指定来源读取数据或状态。		任务类.cpp:1725
yes	任务类::读取任务创建时间	读取任务创建时间	任务类.cpp:1825	1	从指定来源读取数据或状态。		任务类.cpp:1825
yes	任务类::读取任务管理对象或自身	读取任务管理对象或自身	任务类.cpp:1990	1	从指定来源读取数据或状态。		任务类.cpp:1990
yes	任务类::任务管理对象指向	任务管理对象指向	任务类.cpp:2003	1	按函数名执行对应处理。		任务类.cpp:2003
yes	任务类::写入任务管理对象任务	写入任务管理对象任务	任务类.cpp:2020	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:2020
yes	任务类::写入任务局部优先级偏移	写入任务局部优先级偏移	任务类.cpp:2312	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:2312
yes	任务类::写入任务运行次数	写入任务运行次数	任务类.cpp:2408	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:2408
yes	任务类::写入任务成功次数	写入任务成功次数	任务类.cpp:2420	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:2420
yes	任务类::写入任务失败次数	写入任务失败次数	任务类.cpp:2432	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:2432
yes	任务类::写入任务连续失败次数	写入任务连续失败次数	任务类.cpp:2444	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:2444
yes	任务类::写入任务转入缺口需求次数	写入任务转入缺口需求次数	任务类.cpp:2456	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:2456
yes	任务类::写入任务最近错误码	写入任务最近错误码	任务类.cpp:2468	1	把处理结果写入指定对象、场景或日志。		任务类.cpp:2468
yes	任务类::同步任务特征使用统计	同步任务特征使用统计	任务类.cpp:2474	1	同步线程、任务、场景或对象之间的状态。		任务类.cpp:2474
yes	任务类::读取任务特征账本生命周期标准特征	读取任务特征账本生命周期标准特征	任务类.cpp:2493	1	从指定来源读取数据或状态。		任务类.cpp:2493
yes	任务类::创建任务头结点	创建任务头结点	任务类.cpp:2513	1	创建并返回或登记对应对象。		任务类.cpp:2513
yes	队列深度	队列深度	动作线程类.ixx:131	1	按函数名执行对应处理。		动作线程类.ixx:131
yes	运行中	运行中	动作线程类.ixx:143	1	执行对应模块、线程或方法的运行逻辑。		动作线程类.ixx:143
yes	动态类::创建叶子动态	创建叶子动态	动态类.cpp:1012	1	创建并返回或登记对应对象。		动态类.cpp:1012
yes	动态类::创建动作动态	创建动作动态	动态类.cpp:1022	1	创建并返回或登记对应对象。		动态类.cpp:1022
yes	动态类::创建方法动作动态	创建方法动作动态	动态类.cpp:1051	1	创建并返回或登记对应对象。		动态类.cpp:1051
yes	动态类::创建存在动态	创建存在动态	动态类.cpp:1111	1	创建并返回或登记对应对象。		动态类.cpp:1111
yes	动态类::创建场景动态	创建场景动态	动态类.cpp:1159	1	创建并返回或登记对应对象。		动态类.cpp:1159
yes	动态类::允许生成状态动态	允许生成状态动态	动态类.cpp:1207	1	根据当前输入生成目标数据、场景、动态或回执。		动态类.cpp:1207
yes	动态类::允许生成存在动态	允许生成存在动态	动态类.cpp:1218	1	根据当前输入生成目标数据、场景、动态或回执。		动态类.cpp:1218
yes	动态类::允许生成场景动态	允许生成场景动态	动态类.cpp:1237	1	根据当前输入生成目标数据、场景、动态或回执。		动态类.cpp:1237
yes	动态类::允许生成方法动作动态	允许生成方法动作动态	动态类.cpp:1256	1	根据当前输入生成目标数据、场景、动态或回执。		动态类.cpp:1256
yes	动态类::删除动态	删除动态	动态类.cpp:1262	1	删除指定对象、状态或登记项。		动态类.cpp:1262
yes	动态类::枚举全部动态	枚举全部动态	动态类.cpp:1274	1	按函数名执行对应处理。		动态类.cpp:1274
yes	动态类::获取场景动态	获取场景动态	动态类.cpp:1286	1	读取并返回指定对象、状态或运行材料。		动态类.cpp:1286
yes	动态类::查找相邻前状态	查找相邻前状态	动态类.cpp:1301	1	按条件查找目标对象、方法或事实。		动态类.cpp:1301
